order_detail_id,order_id,product_id,quantity,unit_price,discount
OD0025101,ORD00251,PROD015,1,149.99,0.05
OD0025102,ORD00251,PROD028,1,54.99,0.05
OD0025201,ORD00252,PROD006,3,19.99,0.05
OD0025202,ORD00252,PROD029,1,14.99,0.0
OD0025301,ORD00253,PROD025,1,129.99,0.0
OD0025401,ORD00254,PROD037,1,34.99,0.0
OD0025402,ORD00254,PROD042,1,12.99,0.0
OD0025403,ORD00254,PROD027,1,34.99,0.0
OD0025404,ORD00254,PROD021,1,24.99,0.05
OD0025501,ORD00255,PROD008,1,69.99,0.15
OD0025502,ORD00255,PROD025,1,129.99,0.05
OD0025503,ORD00255,PROD002,1,249.99,0.0
OD0025601,ORD00256,PROD027,1,34.99,0.0
OD0025602,ORD00256,PROD028,1,54.99,0.05
OD0025701,ORD00257,PROD020,3,22.99,0.15
OD0025801,ORD00258,PROD014,1,79.99,0.0
OD0025901,ORD00259,PROD029,3,14.99,0.0
OD0025902,ORD00259,PROD024,1,89.99,0.05
OD0025903,ORD00259,PROD006,1,19.99,0.0
OD0026001,ORD00260,PROD045,1,19.99,0.05
OD0026101,ORD00261,PROD021,1,24.99,0.05
OD0026102,ORD00261,PROD040,1,69.99,0.0
OD0026201,ORD00262,PROD004,1,12.99,0.0
OD0026202,ORD00262,PROD043,1,24.99,0.0
OD0026203,ORD00262,PROD027,1,34.99,0.0
OD0026301,ORD00263,PROD041,4,14.99,0.0
OD0026302,ORD00263,PROD008,1,69.99,0.05
OD0026303,ORD00263,PROD029,2,14.99,0.05
OD0026401,ORD00264,PROD011,2,89.99,0.1
OD0026501,ORD00265,PROD036,1,44.99,0.0
OD0026502,ORD00265,PROD039,2,199.99,0.0
OD0026503,ORD00265,PROD004,1,12.99,0.1
OD0026601,ORD00266,PROD030,2,19.99,0.05
OD0026602,ORD00266,PROD004,3,12.99,0.1
OD0026603,ORD00266,PROD035,2,14.99,0.1
OD0026701,ORD00267,PROD011,1,89.99,0.0
OD0026702,ORD00267,PROD020,4,22.99,0.0
OD0026703,ORD00267,PROD004,2,12.99,0.0
OD0026704,ORD00267,PROD046,1,29.99,0.05
OD0026801,ORD00268,PROD045,1,19.99,0.0
OD0026802,ORD00268,PROD027,1,34.99,0.0
OD0026901,ORD00269,PROD005,1,59.99,0.0
OD0026902,ORD00269,PROD045,1,19.99,0.0
OD0026903,ORD00269,PROD041,3,14.99,0.0
OD0027001,ORD00270,PROD008,2,69.99,0.0
OD0027101,ORD00271,PROD001,2,79.99,0.0
OD0027102,ORD00271,PROD042,3,12.99,0.1
OD0027201,ORD00272,PROD007,4,29.99,0.05
OD0027301,ORD00273,PROD047,1,8.99,0.0
OD0027302,ORD00273,PROD029,3,14.99,0.0
OD0027401,ORD00274,PROD004,1,12.99,0.1
OD0027402,ORD00274,PROD007,1,29.99,0.0
OD0027501,ORD00275,PROD004,1,12.99,0.0
OD0027502,ORD00275,PROD009,1,89.99,0.0
OD0027601,ORD00276,PROD010,1,34.99,0.0
OD0027602,ORD00276,PROD024,1,89.99,0.05
OD0027603,ORD00276,PROD040,1,69.99,0.0
OD0027701,ORD00277,PROD034,1,24.99,0.0
OD0027801,ORD00278,PROD007,1,29.99,0.0
OD0027802,ORD00278,PROD050,3,39.99,0.0
OD0027803,ORD00278,PROD028,1,54.99,0.15
OD0027804,ORD00278,PROD001,2,79.99,0.1
OD0027901,ORD00279,PROD036,4,44.99,0.1
OD0027902,ORD00279,PROD024,1,89.99,0.1
OD0028001,ORD00280,PROD033,1,19.99,0.0
OD0028002,ORD00280,PROD032,2,89.99,0.15
OD0028101,ORD00281,PROD018,1,34.99,0.0
OD0028201,ORD00282,PROD010,2,34.99,0.0
OD0028202,ORD00282,PROD050,3,39.99,0.0
OD0028203,ORD00282,PROD009,3,89.99,0.0
OD0028301,ORD00283,PROD003,1,39.99,0.05
OD0028302,ORD00283,PROD017,2,29.99,0.1
OD0028401,ORD00284,PROD027,1,34.99,0.0
OD0028402,ORD00284,PROD001,1,79.99,0.1
OD0028501,ORD00285,PROD011,1,89.99,0.05
OD0028502,ORD00285,PROD012,3,59.99,0.0
OD0028601,ORD00286,PROD045,1,19.99,0.05
OD0028701,ORD00287,PROD036,1,44.99,0.0
OD0028702,ORD00287,PROD040,2,69.99,0.0
OD0028801,ORD00288,PROD032,1,89.99,0.1
OD0028802,ORD00288,PROD029,1,14.99,0.0
OD0028803,ORD00288,PROD041,1,14.99,0.05
OD0028901,ORD00289,PROD021,1,24.99,0.0
OD0028902,ORD00289,PROD022,1,59.99,0.0
OD0029001,ORD00290,PROD027,1,34.99,0.0
OD0029002,ORD00290,PROD020,3,22.99,0.0
OD0029003,ORD00290,PROD041,1,14.99,0.05
OD0029101,ORD00291,PROD029,2,14.99,0.1
OD0029102,ORD00291,PROD046,2,29.99,0.05
OD0029201,ORD00292,PROD031,1,29.99,0.0
OD0029202,ORD00292,PROD049,1,11.99,0.15
OD0029203,ORD00292,PROD026,1,79.99,0.0
OD0029204,ORD00292,PROD033,1,19.99,0.0
OD0029205,ORD00292,PROD042,1,12.99,0.0
OD0029301,ORD00293,PROD032,1,89.99,0.15
OD0029302,ORD00293,PROD001,2,79.99,0.05
OD0029303,ORD00293,PROD033,1,19.99,0.0
OD0029401,ORD00294,PROD048,1,6.99,0.05
OD0029402,ORD00294,PROD044,2,9.99,0.05
OD0029403,ORD00294,PROD003,1,39.99,0.05
OD0029501,ORD00295,PROD029,1,14.99,0.0
OD0029502,ORD00295,PROD026,1,79.99,0.0
OD0029503,ORD00295,PROD047,2,8.99,0.0
OD0029601,ORD00296,PROD026,1,79.99,0.0
OD0029602,ORD00296,PROD003,1,39.99,0.1
OD0029603,ORD00296,PROD048,1,6.99,0.15
OD0029701,ORD00297,PROD039,1,199.99,0.0
OD0029801,ORD00298,PROD044,1,9.99,0.0
OD0029802,ORD00298,PROD021,1,24.99,0.0
OD0029901,ORD00299,PROD046,1,29.99,0.05
OD0029902,ORD00299,PROD023,2,49.99,0.15
OD0029903,ORD00299,PROD011,1,89.99,0.0
OD0029904,ORD00299,PROD035,1,14.99,0.0
OD0029905,ORD00299,PROD029,1,14.99,0.0
OD0030001,ORD00300,PROD038,1,24.99,0.0
OD0030002,ORD00300,PROD020,4,22.99,0.0
OD0030003,ORD00300,PROD025,1,129.99,0.1
OD0030101,ORD00301,PROD020,2,22.99,0.0
OD0030102,ORD00301,PROD042,1,12.99,0.0
OD0030201,ORD00302,PROD023,2,49.99,0.15
OD0030301,ORD00303,PROD042,1,12.99,0.0
OD0030501,ORD00305,PROD040,1,69.99,0.15
OD0030601,ORD00306,PROD007,2,29.99,0.0
OD0030602,ORD00306,PROD013,1,119.99,0.0
OD0030701,ORD00307,PROD022,4,59.99,0.15
OD0030702,ORD00307,PROD016,1,24.99,0.0
OD0030901,ORD00309,PROD001,1,79.99,0.05
OD0030902,ORD00309,PROD040,1,69.99,0.2
OD0031001,ORD00310,PROD044,1,9.99,0.0
OD0031101,ORD00311,PROD044,1,9.99,0.0
OD0031201,ORD00312,PROD026,1,79.99,0.05
OD0031202,ORD00312,PROD021,1,24.99,0.0
OD0031301,ORD00313,PROD007,2,29.99,0.1
OD0031302,ORD00313,PROD039,2,199.99,0.1
OD0031303,ORD00313,PROD011,1,89.99,0.1
OD0031304,ORD00313,PROD036,1,44.99,0.1
OD0031305,ORD00313,PROD010,2,34.99,0.0
OD0031401,ORD00314,PROD020,4,22.99,0.1
OD0031402,ORD00314,PROD037,1,34.99,0.05
OD0031501,ORD00315,PROD035,1,14.99,0.0
OD0031502,ORD00315,PROD027,2,34.99,0.0
OD0031601,ORD00316,PROD038,1,24.99,0.0
OD0031602,ORD00316,PROD011,1,89.99,0.15
OD0031701,ORD00317,PROD025,1,129.99,0.05
OD0031702,ORD00317,PROD040,2,69.99,0.0
OD0031801,ORD00318,PROD001,2,79.99,0.0
OD0031802,ORD00318,PROD043,2,24.99,0.1
OD0031901,ORD00319,PROD021,4,24.99,0.1
OD0031902,ORD00319,PROD005,2,59.99,0.15
OD0032001,ORD00320,PROD035,1,14.99,0.0
OD0032002,ORD00320,PROD001,1,79.99,0.0
OD0032003,ORD00320,PROD017,1,29.99,0.0
OD0032201,ORD00322,PROD029,1,14.99,0.0
OD0032202,ORD00322,PROD044,1,9.99,0.1
OD0032203,ORD00322,PROD043,1,24.99,0.0
OD0032301,ORD00323,PROD014,1,79.99,0.0
OD0032401,ORD00324,PROD014,1,79.99,0.05
OD0032501,ORD00325,PROD011,1,89.99,0.15
OD0032502,ORD00325,PROD016,1,24.99,0.0
OD0032601,ORD00326,PROD003,1,39.99,0.0
OD0032602,ORD00326,PROD049,1,11.99,0.15
OD0032701,ORD00327,PROD036,1,44.99,0.15
OD0032702,ORD00327,PROD022,1,59.99,0.0
OD0032801,ORD00328,PROD020,2,22.99,0.0
OD0032802,ORD00328,PROD042,1,12.99,0.0
OD0033001,ORD00330,PROD043,1,24.99,0.0
OD0033101,ORD00331,PROD041,1,14.99,0.15
OD0033102,ORD00331,PROD006,3,19.99,0.0
OD0033201,ORD00332,PROD024,1,89.99,0.05
OD0033202,ORD00332,PROD003,1,39.99,0.0
OD0033203,ORD00332,PROD050,3,39.99,0.0
OD0033301,ORD00333,PROD005,1,59.99,0.0
OD0033302,ORD00333,PROD026,2,79.99,0.0
OD0033303,ORD00333,PROD002,2,249.99,0.05
OD0033401,ORD00334,PROD022,2,59.99,0.1
OD0033501,ORD00335,PROD001,1,79.99,0.05
OD0033601,ORD00336,PROD044,1,9.99,0.0
OD0033602,ORD00336,PROD008,1,69.99,0.15
OD0033603,ORD00336,PROD042,1,12.99,0.2
OD0033701,ORD00337,PROD043,2,24.99,0.0
OD0033702,ORD00337,PROD041,1,14.99,0.0
OD0033703,ORD00337,PROD004,1,12.99,0.0
OD0033801,ORD00338,PROD043,2,24.99,0.0
OD0033802,ORD00338,PROD042,2,12.99,0.15
OD0033901,ORD00339,PROD037,1,34.99,0.0
OD0034001,ORD00340,PROD010,1,34.99,0.05
OD0034002,ORD00340,PROD032,1,89.99,0.05
OD0034003,ORD00340,PROD046,1,29.99,0.05
OD0034101,ORD00341,PROD050,1,39.99,0.05
OD0034102,ORD00341,PROD032,1,89.99,0.0
OD0034103,ORD00341,PROD014,4,79.99,0.15
OD0034201,ORD00342,PROD048,1,6.99,0.0
OD0034202,ORD00342,PROD016,1,24.99,0.0
OD0034203,ORD00342,PROD027,1,34.99,0.0
OD0034301,ORD00343,PROD044,1,9.99,0.0
OD0034401,ORD00344,PROD013,1,119.99,0.15
OD0034402,ORD00344,PROD038,1,24.99,0.05
OD0034501,ORD00345,PROD042,1,12.99,0.05
OD0034601,ORD00346,PROD039,2,199.99,0.05
OD0034701,ORD00347,PROD044,4,9.99,0.05
OD0034801,ORD00348,PROD031,1,29.99,0.05
OD0034901,ORD00349,PROD020,1,22.99,0.0
OD0034902,ORD00349,PROD004,1,12.99,0.0
OD0034903,ORD00349,PROD026,1,79.99,0.0
OD0035001,ORD00350,PROD027,1,34.99,0.0
OD0035101,ORD00351,PROD024,2,89.99,0.0
OD0035102,ORD00351,PROD028,2,54.99,0.1
OD0035201,ORD00352,PROD024,1,89.99,0.15
OD0035202,ORD00352,PROD023,2,49.99,0.0
OD0035301,ORD00353,PROD050,1,39.99,0.05
OD0035302,ORD00353,PROD020,1,22.99,0.0
OD0035401,ORD00354,PROD049,1,11.99,0.0
OD0035501,ORD00355,PROD039,2,199.99,0.05
OD0035502,ORD00355,PROD032,1,89.99,0.05
OD0035701,ORD00357,PROD023,3,49.99,0.05
OD0035901,ORD00359,PROD035,2,14.99,0.0
OD0035902,ORD00359,PROD009,2,89.99,0.0
OD0035903,ORD00359,PROD013,2,119.99,0.1
OD0036001,ORD00360,PROD048,1,6.99,0.0
OD0036101,ORD00361,PROD026,3,79.99,0.0
OD0036102,ORD00361,PROD041,1,14.99,0.05
OD0036201,ORD00362,PROD029,2,14.99,0.0
OD0036202,ORD00362,PROD049,1,11.99,0.05
OD0036203,ORD00362,PROD047,1,8.99,0.0
OD0036301,ORD00363,PROD015,3,149.99,0.0
OD0036302,ORD00363,PROD010,4,34.99,0.1
OD0036303,ORD00363,PROD007,1,29.99,0.05
OD0036304,ORD00363,PROD018,2,34.99,0.0
OD0036401,ORD00364,PROD006,1,19.99,0.05
OD0036402,ORD00364,PROD008,1,69.99,0.0
OD0036501,ORD00365,PROD002,1,249.99,0.0
OD0036502,ORD00365,PROD034,4,24.99,0.0
OD0036503,ORD00365,PROD050,1,39.99,0.0
OD0036504,ORD00365,PROD024,3,89.99,0.0
OD0036505,ORD00365,PROD043,2,24.99,0.05
OD0036601,ORD00366,PROD024,1,89.99,0.0
OD0036701,ORD00367,PROD036,2,44.99,0.0
OD0036801,ORD00368,PROD028,2,54.99,0.0
OD0036802,ORD00368,PROD029,2,14.99,0.05
OD0036803,ORD00368,PROD022,1,59.99,0.15
OD0036901,ORD00369,PROD042,1,12.99,0.05
OD0037001,ORD00370,PROD015,3,149.99,0.1
OD0037002,ORD00370,PROD001,1,79.99,0.05
OD0037101,ORD00371,PROD020,1,22.99,0.0
OD0037301,ORD00373,PROD030,2,19.99,0.2
OD0037401,ORD00374,PROD026,1,79.99,0.0
OD0037501,ORD00375,PROD049,2,11.99,0.0
OD0037502,ORD00375,PROD009,1,89.99,0.0
OD0037601,ORD00376,PROD015,1,149.99,0.0
OD0037602,ORD00376,PROD001,1,79.99,0.0
OD0037603,ORD00376,PROD003,1,39.99,0.2
OD0037701,ORD00377,PROD030,2,19.99,0.0
OD0037801,ORD00378,PROD033,1,19.99,0.0
OD0037802,ORD00378,PROD001,1,79.99,0.0
OD0037901,ORD00379,PROD002,4,249.99,0.0
OD0037902,ORD00379,PROD034,1,24.99,0.0
OD0038001,ORD00380,PROD026,2,79.99,0.0
OD0038201,ORD00382,PROD013,2,119.99,0.0
OD0038301,ORD00383,PROD015,2,149.99,0.0
OD0038302,ORD00383,PROD046,1,29.99,0.05
OD0038401,ORD00384,PROD048,2,6.99,0.0
OD0038402,ORD00384,PROD024,3,89.99,0.0
OD0038403,ORD00384,PROD036,1,44.99,0.0
OD0038501,ORD00385,PROD039,2,199.99,0.0
OD0038601,ORD00386,PROD050,3,39.99,0.0
OD0038602,ORD00386,PROD011,1,89.99,0.0
OD0038603,ORD00386,PROD045,3,19.99,0.0
OD0038701,ORD00387,PROD036,1,44.99,0.0
OD0038702,ORD00387,PROD032,1,89.99,0.0
OD0038703,ORD00387,PROD039,4,199.99,0.0
OD0038704,ORD00387,PROD042,2,12.99,0.0
OD0038801,ORD00388,PROD008,1,69.99,0.0
OD0038802,ORD00388,PROD010,1,34.99,0.05
OD0038901,ORD00389,PROD031,2,29.99,0.1
OD0038902,ORD00389,PROD014,3,79.99,0.1
OD0038903,ORD00389,PROD020,1,22.99,0.0
OD0039001,ORD00390,PROD025,1,129.99,0.0
OD0039002,ORD00390,PROD036,2,44.99,0.0
OD0039101,ORD00391,PROD020,1,22.99,0.0
OD0039102,ORD00391,PROD037,1,34.99,0.05
OD0039201,ORD00392,PROD012,1,59.99,0.0
OD0039301,ORD00393,PROD007,2,29.99,0.0
OD0039302,ORD00393,PROD017,1,29.99,0.2
OD0039401,ORD00394,PROD030,1,19.99,0.15
OD0039402,ORD00394,PROD043,1,24.99,0.0
OD0039501,ORD00395,PROD008,1,69.99,0.0
OD0039502,ORD00395,PROD020,1,22.99,0.15
OD0039503,ORD00395,PROD036,3,44.99,0.15
OD0039504,ORD00395,PROD013,1,119.99,0.05
OD0039601,ORD00396,PROD010,4,34.99,0.05
OD0039701,ORD00397,PROD045,1,19.99,0.0
OD0039801,ORD00398,PROD025,1,129.99,0.1
OD0039802,ORD00398,PROD037,1,34.99,0.0
OD0039803,ORD00398,PROD021,1,24.99,0.0
OD0039901,ORD00399,PROD007,2,29.99,0.0
OD0040101,ORD00401,PROD045,3,19.99,0.1
OD0040102,ORD00401,PROD050,1,39.99,0.05
OD0040103,ORD00401,PROD042,2,12.99,0.1
OD0040201,ORD00402,PROD043,1,24.99,0.1
OD0040202,ORD00402,PROD008,1,69.99,0.2
OD0040301,ORD00403,PROD028,1,54.99,0.0
OD0040302,ORD00403,PROD037,2,34.99,0.15
OD0040303,ORD00403,PROD040,1,69.99,0.0
OD0040304,ORD00403,PROD005,3,59.99,0.05
OD0040305,ORD00403,PROD026,1,79.99,0.0
OD0040401,ORD00404,PROD016,3,24.99,0.0
OD0040402,ORD00404,PROD013,2,119.99,0.0
OD0040403,ORD00404,PROD029,1,14.99,0.0
OD0040501,ORD00405,PROD043,1,24.99,0.0
OD0040502,ORD00405,PROD030,1,19.99,0.1
OD0040601,ORD00406,PROD005,2,59.99,0.15
OD0040701,ORD00407,PROD022,1,59.99,0.0
OD0040801,ORD00408,PROD046,4,29.99,0.05
OD0040802,ORD00408,PROD038,1,24.99,0.0
OD0040803,ORD00408,PROD005,1,59.99,0.0
OD0040901,ORD00409,PROD035,1,14.99,0.05
OD0041001,ORD00410,PROD048,2,6.99,0.0
OD0041002,ORD00410,PROD006,2,19.99,0.0
OD0041101,ORD00411,PROD045,1,19.99,0.0
OD0041102,ORD00411,PROD044,3,9.99,0.0
OD0041201,ORD00412,PROD018,1,34.99,0.0
OD0041301,ORD00413,PROD040,1,69.99,0.1
OD0041302,ORD00413,PROD047,1,8.99,0.05
OD0041401,ORD00414,PROD026,2,79.99,0.0
OD0041501,ORD00415,PROD008,1,69.99,0.0
OD0041502,ORD00415,PROD007,4,29.99,0.0
OD0041601,ORD00416,PROD040,2,69.99,0.0
OD0041602,ORD00416,PROD008,1,69.99,0.05
OD0041603,ORD00416,PROD001,1,79.99,0.1
OD0041604,ORD00416,PROD036,2,44.99,0.05
OD0041605,ORD00416,PROD016,2,24.99,0.0
OD0041701,ORD00417,PROD048,1,6.99,0.0
OD0041702,ORD00417,PROD032,1,89.99,0.05
OD0041703,ORD00417,PROD002,2,249.99,0.0
OD0041801,ORD00418,PROD024,2,89.99,0.15
OD0041802,ORD00418,PROD020,4,22.99,0.0
OD0041901,ORD00419,PROD012,2,59.99,0.0
OD0041902,ORD00419,PROD004,2,12.99,0.0
OD0041903,ORD00419,PROD002,2,249.99,0.1
OD0041904,ORD00419,PROD021,1,24.99,0.0
OD0042001,ORD00420,PROD034,2,24.99,0.0
OD0042101,ORD00421,PROD004,1,12.99,0.0
OD0042102,ORD00421,PROD002,2,249.99,0.0
OD0042201,ORD00422,PROD030,1,19.99,0.0
OD0042301,ORD00423,PROD046,1,29.99,0.0
OD0042401,ORD00424,PROD027,2,34.99,0.15
OD0042501,ORD00425,PROD029,1,14.99,0.05
OD0042502,ORD00425,PROD025,3,129.99,0.0
OD0042601,ORD00426,PROD049,1,11.99,0.0
OD0042602,ORD00426,PROD042,1,12.99,0.05
OD0042603,ORD00426,PROD046,1,29.99,0.0
OD0042604,ORD00426,PROD025,1,129.99,0.0
OD0042701,ORD00427,PROD006,1,19.99,0.0
OD0042702,ORD00427,PROD044,4,9.99,0.05
OD0042703,ORD00427,PROD016,2,24.99,0.0
OD0042704,ORD00427,PROD029,1,14.99,0.0
OD0042705,ORD00427,PROD046,3,29.99,0.05
OD0042801,ORD00428,PROD018,1,34.99,0.0
OD0042802,ORD00428,PROD033,3,19.99,0.0
OD0042803,ORD00428,PROD004,2,12.99,0.0
OD0042901,ORD00429,PROD045,2,19.99,0.15
OD0042902,ORD00429,PROD021,1,24.99,0.0
OD0042903,ORD00429,PROD004,1,12.99,0.0
OD0043001,ORD00430,PROD006,1,19.99,0.05
OD0043002,ORD00430,PROD012,1,59.99,0.1
OD0043003,ORD00430,PROD033,2,19.99,0.15
OD0043201,ORD00432,PROD008,1,69.99,0.0
OD0043202,ORD00432,PROD028,3,54.99,0.05
OD0043203,ORD00432,PROD025,1,129.99,0.0
OD0043301,ORD00433,PROD005,2,59.99,0.0
OD0043302,ORD00433,PROD029,1,14.99,0.0
OD0043401,ORD00434,PROD030,1,19.99,0.0
OD0043501,ORD00435,PROD034,1,24.99,0.0
OD0043601,ORD00436,PROD008,1,69.99,0.0
OD0043701,ORD00437,PROD022,1,59.99,0.0
OD0043702,ORD00437,PROD020,3,22.99,0.0
OD0043801,ORD00438,PROD027,2,34.99,0.0
OD0043802,ORD00438,PROD050,1,39.99,0.0
OD0043901,ORD00439,PROD012,1,59.99,0.1
OD0043902,ORD00439,PROD001,2,79.99,0.05
OD0044001,ORD00440,PROD035,1,14.99,0.1
OD0044002,ORD00440,PROD012,2,59.99,0.0
OD0044101,ORD00441,PROD025,3,129.99,0.0
OD0044102,ORD00441,PROD040,3,69.99,0.0
OD0044201,ORD00442,PROD036,2,44.99,0.05
OD0044202,ORD00442,PROD049,3,11.99,0.0
OD0044203,ORD00442,PROD017,1,29.99,0.0
OD0044301,ORD00443,PROD043,1,24.99,0.0
OD0044501,ORD00445,PROD016,1,24.99,0.0
OD0044502,ORD00445,PROD032,1,89.99,0.05
OD0044503,ORD00445,PROD040,1,69.99,0.2
OD0044601,ORD00446,PROD029,2,14.99,0.0
OD0044701,ORD00447,PROD016,1,24.99,0.05
OD0044702,ORD00447,PROD044,1,9.99,0.15
OD0044901,ORD00449,PROD005,1,59.99,0.15
OD0044902,ORD00449,PROD014,1,79.99,0.0
OD0044903,ORD00449,PROD021,2,24.99,0.05
OD0045001,ORD00450,PROD027,1,34.99,0.0
OD0045002,ORD00450,PROD024,1,89.99,0.0
OD0045101,ORD00451,PROD009,1,89.99,0.0
OD0045102,ORD00451,PROD028,2,54.99,0.0
OD0045103,ORD00451,PROD029,1,14.99,0.1
OD0045201,ORD00452,PROD018,3,34.99,0.05
OD0045202,ORD00452,PROD021,3,24.99,0.2
OD0045203,ORD00452,PROD001,1,79.99,0.05
OD0045204,ORD00452,PROD013,1,119.99,0.1
OD0045301,ORD00453,PROD037,4,34.99,0.0
OD0045302,ORD00453,PROD034,1,24.99,0.2
OD0045303,ORD00453,PROD020,1,22.99,0.0
OD0045304,ORD00453,PROD046,1,29.99,0.0
OD0045401,ORD00454,PROD020,1,22.99,0.0
OD0045402,ORD00454,PROD044,1,9.99,0.0
OD0045403,ORD00454,PROD014,1,79.99,0.0
OD0045501,ORD00455,PROD040,2,69.99,0.0
OD0045502,ORD00455,PROD009,1,89.99,0.0
OD0045503,ORD00455,PROD021,2,24.99,0.0
OD0045504,ORD00455,PROD033,1,19.99,0.2
OD0045505,ORD00455,PROD018,1,34.99,0.05
OD0045601,ORD00456,PROD003,1,39.99,0.0
OD0045602,ORD00456,PROD016,2,24.99,0.0
OD0045701,ORD00457,PROD012,1,59.99,0.1
OD0045702,ORD00457,PROD003,1,39.99,0.0
OD0045801,ORD00458,PROD021,1,24.99,0.0
OD0045901,ORD00459,PROD032,1,89.99,0.05
OD0045902,ORD00459,PROD019,1,39.99,0.1
OD0045903,ORD00459,PROD026,2,79.99,0.0
OD0045904,ORD00459,PROD001,1,79.99,0.0
OD0045905,ORD00459,PROD003,2,39.99,0.0
OD0046001,ORD00460,PROD049,1,11.99,0.0
OD0046002,ORD00460,PROD036,2,44.99,0.15
OD0046003,ORD00460,PROD038,1,24.99,0.0
OD0046101,ORD00461,PROD033,1,19.99,0.0
OD0046102,ORD00461,PROD012,4,59.99,0.0
OD0046301,ORD00463,PROD034,1,24.99,0.0
OD0046401,ORD00464,PROD002,2,249.99,0.0
OD0046402,ORD00464,PROD032,1,89.99,0.0
OD0046403,ORD00464,PROD009,3,89.99,0.0
OD0046501,ORD00465,PROD041,1,14.99,0.0
OD0046601,ORD00466,PROD003,1,39.99,0.05
OD0046602,ORD00466,PROD015,1,149.99,0.0
OD0046701,ORD00467,PROD011,2,89.99,0.1
OD0046702,ORD00467,PROD033,2,19.99,0.0
OD0046801,ORD00468,PROD003,1,39.99,0.0
OD0046802,ORD00468,PROD010,2,34.99,0.0
OD0046803,ORD00468,PROD035,1,14.99,0.1
OD0046901,ORD00469,PROD040,1,69.99,0.05
OD0046902,ORD00469,PROD015,2,149.99,0.0
OD0047001,ORD00470,PROD009,1,89.99,0.0
OD0047101,ORD00471,PROD017,1,29.99,0.0
OD0047102,ORD00471,PROD032,4,89.99,0.0
OD0047201,ORD00472,PROD037,2,34.99,0.0
OD0047202,ORD00472,PROD022,1,59.99,0.1
OD0047301,ORD00473,PROD046,2,29.99,0.0
OD0047302,ORD00473,PROD050,2,39.99,0.05
OD0047401,ORD00474,PROD042,1,12.99,0.0
OD0047402,ORD00474,PROD045,1,19.99,0.0
OD0047501,ORD00475,PROD023,2,49.99,0.0
OD0047502,ORD00475,PROD012,1,59.99,0.05
OD0047601,ORD00476,PROD016,2,24.99,0.05
OD0047602,ORD00476,PROD004,1,12.99,0.1
OD0047603,ORD00476,PROD047,1,8.99,0.05
OD0047604,ORD00476,PROD003,3,39.99,0.0
OD0047605,ORD00476,PROD005,4,59.99,0.1
OD0047701,ORD00477,PROD041,2,14.99,0.0
OD0047801,ORD00478,PROD011,2,89.99,0.05
OD0047802,ORD00478,PROD013,1,119.99,0.05
OD0047803,ORD00478,PROD046,1,29.99,0.0
OD0047901,ORD00479,PROD001,1,79.99,0.0
OD0047902,ORD00479,PROD033,1,19.99,0.15
OD0047903,ORD00479,PROD030,2,19.99,0.0
OD0047904,ORD00479,PROD045,1,19.99,0.0
OD0047905,ORD00479,PROD006,2,19.99,0.0
OD0048001,ORD00480,PROD012,1,59.99,0.0
OD0048002,ORD00480,PROD013,1,119.99,0.0
OD0048003,ORD00480,PROD002,1,249.99,0.1
OD0048101,ORD00481,PROD005,2,59.99,0.0
OD0048102,ORD00481,PROD019,2,39.99,0.15
OD0048103,ORD00481,PROD041,1,14.99,0.0
OD0048104,ORD00481,PROD003,3,39.99,0.0
OD0048201,ORD00482,PROD021,1,24.99,0.15
OD0048202,ORD00482,PROD004,2,12.99,0.0
OD0048301,ORD00483,PROD004,1,12.99,0.0
OD0048302,ORD00483,PROD043,4,24.99,0.05
OD0048401,ORD00484,PROD015,1,149.99,0.05
OD0048501,ORD00485,PROD016,4,24.99,0.05
OD0048502,ORD00485,PROD043,1,24.99,0.0
OD0048601,ORD00486,PROD048,2,6.99,0.05
OD0048701,ORD00487,PROD023,4,49.99,0.0
OD0048801,ORD00488,PROD017,4,29.99,0.1
OD0048802,ORD00488,PROD021,4,24.99,0.0
OD0048901,ORD00489,PROD021,1,24.99,0.0
OD0048902,ORD00489,PROD010,2,34.99,0.05
OD0048903,ORD00489,PROD044,1,9.99,0.05
OD0049001,ORD00490,PROD019,1,39.99,0.05
OD0049101,ORD00491,PROD046,2,29.99,0.0
OD0049201,ORD00492,PROD016,1,24.99,0.05
OD0049202,ORD00492,PROD034,2,24.99,0.0
OD0049203,ORD00492,PROD002,2,249.99,0.0
OD0049301,ORD00493,PROD015,2,149.99,0.2
OD0049302,ORD00493,PROD047,2,8.99,0.0
OD0049401,ORD00494,PROD045,1,19.99,0.0
OD0049402,ORD00494,PROD042,1,12.99,0.0
OD0049403,ORD00494,PROD026,1,79.99,0.05
OD0049601,ORD00496,PROD036,2,44.99,0.05
OD0049701,ORD00497,PROD024,1,89.99,0.0
OD0049801,ORD00498,PROD046,2,29.99,0.05
OD0049802,ORD00498,PROD026,2,79.99,0.0
OD0049901,ORD00499,PROD037,3,34.99,0.05
OD0049902,ORD00499,PROD046,1,29.99,0.0
OD0050001,ORD00500,PROD045,2,19.99,0.0
OD0050002,ORD00500,PROD028,1,54.99,0.0
OD0050101,ORD00501,PROD003,3,39.99,0.2
OD0050102,ORD00501,PROD046,1,29.99,0.0
OD0050201,ORD00502,PROD050,1,39.99,0.05
OD0050301,ORD00503,PROD043,3,24.99,0.0
OD0050401,ORD00504,PROD018,1,34.99,0.1
OD0050402,ORD00504,PROD016,2,24.99,0.0
